chu,pinyin,pinyin_go,thanh,han_viet,nghia,nghia_khac,bo_thu,nhieu,chu_de,cap,vi_du,vi_du_nghia,dong_nghia,trai_nghia,so_net,ngu_hanh,thang_goc,thang_bac,tan_suat
均,jūn,jun,1,quân,"đều, bình quân",,土|勻,均|钧|匀|旬,so,2,平均分配。,Chia đều nhau.,,,,,,,
概,gài,gai,4,khái,"đại khái, khái quát",,木|既,概|慨|溉|既,so,3,大概十个。,Khoảng chừng mười cái.,,,,,,,
梳,shū,shu,1,sơ,cái lược,,木|疏,梳|疏|流|梦,do_vat,1,一把梳子。,Một cái lược.,,,,,,,
刷,shuā,shua,1,loát,"bàn chải, quét",,尸|巾,刷|刻|刺|刮,do_vat,1,一把刷子。,Một cái bàn chải.,,,,,,,
蜡,là,la,4,lạp,"nến, sáp",,虫|昔,蜡|措|错|惜,do_vat,2,一支蜡烛。,Một cây nến.,,,,,,,
烛,zhú,zhu,2,chúc,"nến, đuốc",,火|烛,烛|独|烧|烟,do_vat,2,烛光很暗。,Ánh nến rất mờ.,,,,,,,
炬,jù,ju,4,cự,đuốc,,火|巨,炬|巨|拒|矩,do_vat,3,火炬照亮。,Ngọn đuốc chiếu sáng.,,,,,,,
陵,líng,ling,2,lăng,"gò, lăng mộ",,,陵|凌|棱|夌,rung,2,山陵起伏。,Đồi núi nhấp nhô.,,,,,,,
碑,bēi,bei,1,bi,bia đá,,石|卑,碑|牌|脾|啤,rung,2,一块石碑。,Một tấm bia đá.,,,,,,,
墓,mù,mu,4,mộ,"mộ, mồ",,土|莫,墓|暮|幕|慕,rung,3,古墓很旧。,Ngôi mộ cổ rất cũ.,,,,,,,
坟,fén,fen,2,phần,"mộ, mồ",,土|文,坟|坊|坎|坑,rung,3,坟墓在山上。,Mộ phần ở trên núi.,,,,,,,
鬼,guǐ,gui,3,quỷ,ma quỷ,,,鬼|魂|魄|魅,nguoi,1,鬼故事很吓人。,Chuyện ma rất đáng sợ.,,,,,,,
豺,chái,chai,2,sài,chó sói rừng,,豸|才,豺|狼|狮|狐,thu,2,豺狼很凶。,Sói rừng rất hung dữ.,,,,,,,
攻,gōng,gong,1,công,tấn công,,工|攵,攻|改|收|放,dongtu,1,攻打城池。,Tấn công thành trì.,,防,,,,,
防,fáng,fang,2,phòng,"phòng thủ, đề phòng",,阝|方,防|房|访|放,dongtu,1,防守很强。,Phòng thủ rất mạnh.,,攻,,,,,
守,shǒu,shou,3,thủ,"canh giữ, tuân thủ",,宀|寸,守|字|安|它,dongtu,1,守卫城门。,Canh giữ cổng thành.,,,,,,,
击,jī,ji,1,kích,"đánh, kích",,,击|由|电|甲,dongtu,2,攻击敌人。,Tấn công kẻ địch.,,,,,,,
获,huò,huo,4,hoạch,"đạt được, thu hoạch",,艹|犬,获|狂|状|状,dongtu,2,收获很多。,Thu hoạch được rất nhiều.,,,,,,,
倒,dào,dao,4,đảo,"đổ, ngã; ngược lại",,亻|到,倒|到|列|例,dongtu,2,倒下了。,Đã ngã xuống.,,,,,,,
弃,qì,qi,4,khí,"vứt bỏ, từ bỏ",,,弃|异|弄|弈,dongtu,3,放弃了。,Đã từ bỏ rồi.,,,,,,,
御,yù,yu,4,ngự,"chống đỡ, ngự",,,御|卸|迎|卿,dongtu,3,防御攻击。,Phòng ngự sự tấn công.,,,,,,,
强,qiáng,qiang,2,cường,"mạnh, cường",,弓|虽,强|弘|张|弱,tinh_tu,1,力量很强。,Sức mạnh rất lớn.,,弱,,,,,
巨,jù,ju,4,cự,"to lớn, khổng lớn",,,巨|臣|巧|匠,tinh_tu,1,巨大的怪物。,Con quái vật khổng lồ.,,微,,,,,
猛,měng,meng,3,mãnh,"mãnh liệt, hung mãnh",,犭|孟,猛|狂|猜|猎,tinh_tu,2,猛烈攻击。,Tấn công mãnh liệt.,,,,,,,
微,wēi,wei,1,vi,"nhỏ bé, vi tế",,,微|徽|征|徵,tinh_tu,2,微小的声音。,Âm thanh nhỏ bé.,,巨,,,,,
烈,liè,lie,4,liệt,"mãnh liệt, dữ dội",,,烈|列|裂|冽,tinh_tu,3,猛烈的火。,Ngọn lửa dữ dội.,,,,,,,
馅,xiàn,xian,4,hãm,nhân (bánh),,饣|臽,馅|陷|焰|谄,an,2,肉馅包子。,Bánh bao nhân thịt.,,,,,,,
卤,lǔ,lu,3,lỗ,"nước sốt kho, ướp",,,卤|齿|直|鱼,an,3,卤肉很香。,Thịt kho rất thơm.,,,,,,,
凑,còu,cou,4,thấu,"góp lại, tụ họp",,氵|奏,凑|奏|春|奉,so,3,凑钱买东西。,Góp tiền mua đồ.,,,,,,,
旋,xuán,xuan,2,toàn,xoay vòng,,,旋|族|旗|施,phuong,3,旋转一圈。,Xoay một vòng.,,,,,,,
炎,yán,yan,2,viêm,nóng rực,viêm|bốc lửa,火|火,焱|谈|淡,thien_nhien,3,炎热的夏天。,Mùa hè nóng rực.,,,8,火,火,2,3
焱,yàn,yan,4,diễm,lửa ngùn ngụt,ngọn lửa lớn,火|火|火,,thien_nhien,3,焱是三个火。,Diễm là ba chữ hoả.,,,12,火,火,3,5
昌,chāng,chang,1,xương,hưng thịnh,sáng sủa|phồn vinh,日|日,晶|唱,thien_nhien,3,生意昌盛。,Buôn bán hưng thịnh.,,,8,火,日,2,3
晶,jīng,jing,1,tinh,tinh thể,trong suốt|lấp lánh,日|日|日,昌,thien_nhien,3,水晶很亮。,Pha lê rất sáng.,,,12,火,日,3,4
圭,guī,gui,1,khuê,ngọc khuê,thẻ ngọc lễ khí,土|土,垚|佳|街,do_vat,3,圭是玉器。,Khuê là đồ ngọc.,,,6,土,土,2,3
垚,yáo,yao,2,nghiêu,núi đất cao,đất chồng chất,土|土|土,尧,thien_nhien,3,垚是三个土。,Nghiêu là ba chữ thổ.,,,9,土,土,3,4
淼,miảo,miao,3,miểu,mênh mông,nước rộng lớn,水|水|水,渺,thien_nhien,3,水淼淼。,Nước mênh mông.,,,12,水,水,3,4
鑫,xīn,xin,1,hâm,thịnh vượng,nhiều vàng|phát đạt,金|金|金,,thien_nhien,3,鑫是三个金。,Hâm là ba chữ kim.,,,24,金,金,3,4
吕,lǚ,lv,3,lữ,luật lữ,âm luật|họ Lữ,口|口,品|宫,hoc,3,吕是音律。,Lữ là âm luật.,,,6,,口,2,4
品,pǐn,pin,3,phẩm,phẩm chất,hàng hoá|nếm,口|口|口,吕,hoc,2,这个品质很好。,Phẩm chất cái này rất tốt.,,,9,,口,3,3
韧,rèn,ren,4,nhận,dẻo dai,bền bỉ|dai sức,韦,刃|认,tinh_tu,3,他很坚韧。,Anh ấy rất bền bỉ.,,,12,,,,3
智,zhì,zhi,4,trí,trí tuệ,khôn ngoan|mưu trí,知|日,知,tinh_tu,2,他很有智慧。,Anh ấy rất có trí tuệ.,,,12,,,,3
乙,yǐ,yi,3,ất,can thứ hai,bậc hai,乙,甲|丙,so,3,甲乙丙丁。,Giáp ất bính đinh.,,,1,,,,4
丙,bǐng,bing,3,bính,can thứ ba,bậc ba,一,甲|乙,so,3,丙等。,Hạng bính.,,,5,,,,4
丁,dīng,ding,1,đinh,can thứ tư,bậc bốn|đinh ốc,一,甲|乙|丙,so,3,人丁兴旺。,Nhân đinh hưng vượng.,,,2,,,,4
戊,wù,wu,4,mậu,can thứ năm,bậc năm,戈,戌|成,so,3,戊是第五。,Mậu là thứ năm.,,,5,,,,4
斧,fǔ,fu,3,phủ,cái rìu,búa|rìu chặt,斤|父,斤|釜,do_vat,2,用斧头砍树。,Dùng rìu chặt cây.,,,8,金,,,3
盔,kuī,kui,1,khôi,mũ giáp,mũ sắt|nón bảo hộ,皿,甲|铠,do_vat,2,戴上头盔。,Đội mũ giáp lên.,,,11,,,,3
是,shì,shi,4,thị,là,đúng|phải,日|下|一,,hoc,1,他是人。,Anh ấy là người.,,,9,,,,
不,bù,bu,4,bất,không,chẳng|đừng,一|丿,,hoc,1,我不走。,Tôi không đi.,,,4,,,,
有,yǒu,you,3,hữu,có,tồn tại,月|大,,hoc,1,这里有水。,Ở đây có nước.,,,6,,,,
无,wú,wu,2,vô,không có,trống rỗng|hư vô,一|尢,,hoc,3,无名之地。,Vùng đất không tên.,,,4,,,,
这,zhè,zhe,4,giá,này,cái này,辶|文,,hoc,1,这是我的。,Cái này của tôi.,,,7,,,,
那,nà,na,4,na,kia,cái kia,阝|刀,,hoc,1,那是门。,Kia là cửa.,,,6,,,,
们,men,men,0,môn,(số nhiều),chúng|các,亻|门,,nguoi,1,他们走了。,Họ đi rồi.,,,5,,,,
回,huí,hui,2,hồi,về,quay lại|trở về,囗|口,,dongtu,1,我回城。,Tôi về thành.,,,6,,,,
失,shī,shi,1,thất,mất,đánh mất|thất lạc,丿|大,,dongtu,2,他失了名字。,Anh ấy mất tên.,,,5,,,,
地,dì,di,4,địa,đất,mặt đất|nơi,土|也,,thien_nhien,1,地上有石。,Trên đất có đá.,,,6,土,,,
村,cūn,cun,1,thôn,làng,xóm|thôn,木|寸,,nguoi,2,村里没人。,Trong làng không ai.,,,7,木,,,
死,sǐ,si,3,tử,chết,tử vong,歹|匕,,than_the,2,他死了。,Anh ấy chết rồi.,,,6,,,,
毒,dú,du,2,độc,độc,chất độc|nọc,主|母,,thu,2,毒水很暗。,Nước độc rất tối.,,,9,,,,
么,me,me,0,ma,(trợ từ hỏi),gì|sao,丿|厶,,hoc,1,什么名字？,Tên gì?,,,3,,,,
了,le,le,0,liễu,(đã rồi),xong|rồi,乙|亅,,hoc,1,他走了。,Anh ấy đi rồi.,,,2,,,,
什,shén,shen,2,thập,gì,cái gì,亻|十,,hoc,1,什么字？,Chữ gì?,,,4,,,,
吗,ma,ma,0,ma,(trợ từ hỏi),không?,口|马,,hoc,1,你有名字吗？,Anh có tên không?,,,6,,,,
在,zài,zai,4,tại,ở,đang|tại,一|土,,hoc,1,字在书上。,Chữ ở trên sách.,,,6,,,,
它,tā,ta,1,tha,nó,(vật),宀|匕,,hoc,1,它没有名字。,Nó không có tên.,,,5,,,,
就,jiù,jiu,4,tựu,thì,liền|ngay,京|尤,,hoc,2,你来，我就走。,Anh đến thì tôi đi.,,,12,,,,
座,zuò,zuo,4,toạ,(lượng từ toà),toà|chỗ ngồi,广|土,,do_vat,2,一座城。,Một toà thành.,,,10,土,,,
得,dé,de,2,đắc,được,đạt|phải,彳|日,,dongtu,2,我得走了。,Tôi phải đi rồi.,,,11,,,,
活,huó,huo,2,hoạt,sống,sinh động,氵|舌,,than_the,2,字活得久。,Chữ sống lâu.,,,9,水,,,
的,de,de,0,đích,(sở hữu),của,白|勺,,hoc,1,我的书。,Sách của tôi.,,,8,,,,
者,zhě,zhe,3,giả,người (làm gì),kẻ|giả,土|日,,nguoi,2,刻冰者。,Người khắc băng.,,,8,,,,
要,yào,yao,4,yếu,muốn,cần|sẽ,西|女,,dongtu,1,我要回城。,Tôi muốn về thành.,,,9,,,,
都,dōu,dou,1,đô,đều,tất cả,者|阝,,hoc,1,字都失了。,Chữ đều mất rồi.,,,10,,,,
影,yǐng,ying,3,ảnh,bóng,hình bóng|ảnh,日|京,,thien_nhien,2,门影。,Bóng bên cửa.,,,15,,,,
犬,quǎn,quan,3,khuyển,chó,chó săn,大|丶,,thu,2,雪狼是犬。,Sói tuyết là loài chó.,,,4,,,,
